"Código Pagamento";"Código Empenho";"Código Natureza Despesa Completa";"Subitem";"Valor Pago (R$)";"Valor Restos a Pagar Inscritos (R$)";"Valor Restos a Pagar Cancelado (R$)";"Valor Restos a Pagar Pagos (R$)"
"158145264272024OB000031";"158145264272023NE000019";"31900301";"PENSOES CIVIS";"0,00";"0,00";"0,00";"945068,48"
"158145264272024OB000032";"158145264272023NE000013";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"214159,37"
"158145264272024OB000033";"158145264272023NE000013";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"55307,43"
"158145264272024OB000034";"158145264272023NE000013";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"64606,02"
"158145264272024OB000035";"158145264272023NE000013";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"570060,88"
"158145264272024OB000036";"158145264272023NE000013";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"17044,33"
"158145264272024OB000037";"158145264272023NE000013";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"750,50"
"158145264272024OB000038";"158145264272023NE000013";"31901131";"GRATIFICACAO POR EXERCICIO DE CARGO EFETIVO";"0,00";"0,00";"0,00";"13712,46"
"158145264272024OB000039";"158145264272023NE000013";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"1891730,54"
"158145264272024OB000040";"158145264272023NE000013";"31901131";"GRATIFICACAO POR EXERCICIO DE CARGO EFETIVO";"0,00";"0,00";"0,00";"52206,14"
"158145264272024OB000041";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"96,00"
"158145264272024OB000042";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"96,00"
"158145264272024OB000043";"158145264272023NE000445";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"128,00"
"158145264272024OB000044";"158145264272023NE000445";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"128,00"
"158145264272024OB000045";"158145264272023NE000445";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"128,00"
"158145264272024OB000046";"158145264272023NE000445";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"144,00"
"158145264272024OB000047";"158145264272023NE000445";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"144,00"
"158145264272024OB000048";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"96,00"
"158145264272024OB000049";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"96,00"
"158145264272024OB000050";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"96,00"
"158145264272024OB000051";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"72,00"
"158145264272024OB000052";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"48,00"
"158145264272024OB000053";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"48,00"
"158145264272024OB000054";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"96,00"
"158145264272024OB000055";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"60,00"
"158145264272024OB000056";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"72,00"
"158145264272024OB000057";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"72,00"
"158145264272024OB000058";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"96,00"
"158145264272024OB000059";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"36,00"
"158145264272024OB000060";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"96,00"
"158145264272024OB000061";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"96,00"
"158145264272024OB000062";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"96,00"
"158145264272024OB000063";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"96,00"
"158145264272024OB000064";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"84,00"
"158145264272024OB000065";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"96,00"
"158145264272024OB000066";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"84,00"
"158145264272024OB000067";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"96,00"
"158145264272024OB000068";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"84,00"
"158145264272024OB000069";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"96,00"
"158145264272024OB000070";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"48,00"
"158145264272024OB000071";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"84,00"
"158145264272024OB000072";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"108,00"
"158145264272024OB000073";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"108,00"
"158145264272024OB000074";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"84,00"
"158145264272024OB000075";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"60,00"
"158145264272024OB000076";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"72,00"
"158145264272024OB000077";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"84,00"
"158145264272024OB000078";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"72,00"
"158145264272024OB000079";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"36,00"
"158145264272024OB000080";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"84,00"
"158145264272024OB000081";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"108,00"
"158145264272024OB000082";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"108,00"
"158145264272024OB000083";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"108,00"
"158145264272024OB000084";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"72,00"
"158145264272024OB000085";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"96,00"
"158145264272024OB000086";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"84,00"
"158145264272024OB000087";"158145264272023NE000042";"33901414";"DIARIAS NO PAIS";"0,00";"0,00";"0,00";"453,53"
"158145264272024OB000088";"158145264272023NE000284";"33903633";"SERVICOS DE SELECAO E TREINAMENTO";"0,00";"0,00";"0,00";"712,00"
"158145264272024OB000089";"158145264272023NE000284";"33903633";"SERVICOS DE SELECAO E TREINAMENTO";"0,00";"0,00";"0,00";"1481,60"
"158145264272024OB000090";"158145264272023NE000800";"33903633";"SERVICOS DE SELECAO E TREINAMENTO";"0,00";"0,00";"0,00";"829,60"
"158145264272024OB000091";"158145264272023NE000800";"33903633";"SERVICOS DE SELECAO E TREINAMENTO";"0,00";"0,00";"0,00";"504,00"
"158145264272024OB000092";"158145264272023NE000800";"33903633";"SERVICOS DE SELECAO E TREINAMENTO";"0,00";"0,00";"0,00";"504,00"
"158145264272024OB000093";"158145264272023NE000819";"33903633";"SERVICOS DE SELECAO E TREINAMENTO";"0,00";"0,00";"0,00";"1602,00"
"158145264272024OB000094";"158145264272023NE000036";"33903947";"SERVICOS DE COMUNICACAO EM GERAL";"0,00";"0,00";"0,00";"9543,39"
"158145264272024OB000095";"158145264272023NE000800";"33903633";"SERVICOS DE SELECAO E TREINAMENTO";"0,00";"0,00";"0,00";"840,00"
"158145264272024OB000096";"158145264272023NE000589";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"700,00"
"158145264272024OB000097";"158145264272023NE000800";"33903633";"SERVICOS DE SELECAO E TREINAMENTO";"0,00";"0,00";"0,00";"1344,00"
"158145264272024OB000098";"158145264272023NE000819";"33903633";"SERVICOS DE SELECAO E TREINAMENTO";"0,00";"0,00";"0,00";"356,00"
"158145264272024OB000099";"158145264272023NE000800";"33903633";"SERVICOS DE SELECAO E TREINAMENTO";"0,00";"0,00";"0,00";"840,00"
"158145264272024OB000100";"158145264272023NE000819";"33903633";"SERVICOS DE SELECAO E TREINAMENTO";"0,00";"0,00";"0,00";"356,00"
"158145264272024OB000101";"158145264272023NE000800";"33903633";"SERVICOS DE SELECAO E TREINAMENTO";"0,00";"0,00";"0,00";"336,00"
"158145264272024OB000102";"158145264272023NE000308";"33901414";"DIARIAS NO PAIS";"0,00";"0,00";"0,00";"469,38"
"158145264272024OB000103";"158145264272023NE000201";"33901414";"DIARIAS NO PAIS";"0,00";"0,00";"0,00";"606,89"
"158145264272024OB000104";"158145264272023NE000308";"33901414";"DIARIAS NO PAIS";"0,00";"0,00";"0,00";"128,93"
"158145264272024OB000105";"158145264272023NE000840";"33903633";"SERVICOS DE SELECAO E TREINAMENTO";"0,00";"0,00";"0,00";"1000,08"
"158145264272024OB000106";"158145264272023NE000840";"33903633";"SERVICOS DE SELECAO E TREINAMENTO";"0,00";"0,00";"0,00";"1339,99"
"158145264272024OB000107";"158145264272023NE000840";"33903633";"SERVICOS DE SELECAO E TREINAMENTO";"0,00";"0,00";"0,00";"537,18"
"158145264272024OB000108";"158145264272023NE000840";"33903633";"SERVICOS DE SELECAO E TREINAMENTO";"0,00";"0,00";"0,00";"982,86"
"158145264272024OB000109";"158145264272023NE000840";"33903633";"SERVICOS DE SELECAO E TREINAMENTO";"0,00";"0,00";"0,00";"956,07"
"158145264272024OB000110";"158145264272023NE000840";"33903633";"SERVICOS DE SELECAO E TREINAMENTO";"0,00";"0,00";"0,00";"349,97"
"158145264272024OB000111";"158145264272023NE000840";"33903633";"SERVICOS DE SELECAO E TREINAMENTO";"0,00";"0,00";"0,00";"349,97"
"158145264272024OB000112";"158145264272023NE000840";"33903633";"SERVICOS DE SELECAO E TREINAMENTO";"0,00";"0,00";"0,00";"410,34"
"158145264272024OB000113";"158145264272023NE000840";"33903633";"SERVICOS DE SELECAO E TREINAMENTO";"0,00";"0,00";"0,00";"349,97"
"158145264272024OB000114";"158145264272023NE000840";"33903633";"SERVICOS DE SELECAO E TREINAMENTO";"0,00";"0,00";"0,00";"534,47"
"158145264272024OB000115";"158145264272023NE000840";"33903633";"SERVICOS DE SELECAO E TREINAMENTO";"0,00";"0,00";"0,00";"534,47"
"158145264272024OB000116";"158145264272023NE000840";"33903633";"SERVICOS DE SELECAO E TREINAMENTO";"0,00";"0,00";"0,00";"267,35"
"158145264272024OB000117";"158145264272023NE000840";"33903633";"SERVICOS DE SELECAO E TREINAMENTO";"0,00";"0,00";"0,00";"916,74"
"158145264272024OB000118";"158145264272023NE000579";"33902001";"AUXILIO A PESQUISADORES";"0,00";"0,00";"0,00";"8000,00"
"158145264272024OB000119";"158145264272023NE000392";"33902001";"AUXILIO A PESQUISADORES";"0,00";"0,00";"0,00";"700,00"
"158145264272024OB000120";"158145264272023NE000392";"33902001";"AUXILIO A PESQUISADORES";"0,00";"0,00";"0,00";"2100,00"
"158145264272024OB000121";"158145264272023NE000392";"33902001";"AUXILIO A PESQUISADORES";"0,00";"0,00";"0,00";"2100,00"
"158145264272024OB000122";"158145264272023NE000684";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"1288,71"
"158145264272024OB000123";"158145264272023NE000445";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"80,00"
"158145264272024OB000124";"158145264272023NE000806";"33902001";"AUXILIO A PESQUISADORES";"0,00";"0,00";"0,00";"8922,84"
"158145264272024OB000124";"158145264272023NE000808";"33902001";"AUXILIO A PESQUISADORES";"0,00";"0,00";"0,00";"1077,16"
"158145264272024OB000125";"158145264272023NE000919";"33902001";"AUXILIO A PESQUISADORES";"0,00";"0,00";"0,00";"1179,00"
"158145264272024OB000126";"158145264272023NE000392";"33902001";"AUXILIO A PESQUISADORES";"0,00";"0,00";"0,00";"1400,00"
"158145264272024OB000127";"158145264272023NE000392";"33902001";"AUXILIO A PESQUISADORES";"0,00";"0,00";"0,00";"700,00"
"158145264272024OB000128";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"72,00"
"158145264272024OB000129";"158145264272023NE000806";"33902001";"AUXILIO A PESQUISADORES";"0,00";"0,00";"0,00";"6746,87"
"158145264272024OB000129";"158145264272023NE000809";"33902001";"AUXILIO A PESQUISADORES";"0,00";"0,00";"0,00";"3253,13"
"158145264272024OB000130";"158145264272023NE000806";"33902001";"AUXILIO A PESQUISADORES";"0,00";"0,00";"0,00";"10000,00"
"158145264272024OB000131";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"84,00"
"158145264272024OB000132";"158145264272023NE000806";"33902001";"AUXILIO A PESQUISADORES";"0,00";"0,00";"0,00";"10000,00"
"158145264272024OB000133";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"72,00"
"158145264272024OB000134";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"84,00"
"158145264272024OB000135";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"84,00"
"158145264272024OB000136";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"84,00"
"158145264272024OB000137";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"84,00"
"158145264272024OB000138";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"72,00"
"158145264272024OB000139";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"84,00"
"158145264272024OB000140";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"72,00"
"158145264272024OB000141";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"48,00"
"158145264272024OB000142";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"84,00"
"158145264272024OB000143";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"84,00"
"158145264272024OB000144";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"84,00"
"158145264272024OB000145";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"84,00"
"158145264272024OB000146";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"72,00"
"158145264272024OB000147";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"84,00"
"158145264272024OB000148";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"84,00"
"158145264272024OB000149";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"84,00"
"158145264272024OB000150";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"12,00"
"158145264272024OB000151";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"84,00"
"158145264272024OB000152";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"72,00"
"158145264272024OB000153";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"72,00"
"158145264272024OB000154";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"84,00"
"158145264272024OB000155";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"84,00"
"158145264272024OB000156";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"48,00"
"158145264272024OB000157";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"72,00"
"158145264272024OB000158";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"84,00"
"158145264272024OB000159";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"72,00"
"158145264272024OB000160";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"60,00"
"158145264272024OB000161";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"60,00"
"158145264272024OB000162";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"48,00"
"158145264272024OB000163";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"60,00"
"158145264272024OB000164";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"60,00"
"158145264272024OB000165";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"60,00"
"158145264272024OB000166";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"48,00"
"158145264272024OB000167";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"48,00"
"158145264272024OB000168";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"72,00"
"158145264272024OB000169";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"60,00"
"158145264272024OB000170";"158145264272023NE000798";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"80,00"
"158145264272024OB000171";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"48,00"
"158145264272024OB000172";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"12,00"
"158145264272024OB000173";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"60,00"
"158145264272024OB000174";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"48,00"
"158145264272024OB000175";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"36,00"
"158145264272024OB000176";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"72,00"
"158145264272024OB000177";"158145264272023NE000113";"33909314";"RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO";"0,00";"0,00";"0,00";"177,41"
"158145264272024OB000178";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"36,00"
"158145264272024OB000179";"158145264272023NE000798";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"80,00"
"158145264272024OB000180";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"72,00"
"158145264272024OB000181";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"60,00"
"158145264272024OB000182";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"48,00"
"158145264272024OB000183";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"48,00"
"158145264272024OB000184";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"72,00"
"158145264272024OB000185";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"24,00"
"158145264272024OB000186";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"72,00"
"158145264272024OB000187";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"48,00"
"158145264272024OB000188";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"60,00"
"158145264272024OB000189";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"24,00"
"158145264272024OB000190";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"72,00"
"158145264272024OB000191";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"72,00"
"158145264272024OB000192";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"60,00"
"158145264272024OB000193";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"48,00"
"158145264272024OB000194";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"36,00"
"158145264272024OB000195";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"48,00"
"158145264272024OB000196";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"36,00"
"158145264272024OB000197";"158145264272023NE000821";"33901801";"BOLSAS DE ESTUDO NO PAIS";"0,00";"0,00";"0,00";"48,00"
